file_path,backtest,contrib,model,rl,run,strategy,tests,utils,workflow,best_module,best_likelihood
qlib\qlib\contrib\strategy\optimizer\enhanced_indexing.py,5.209280490875244,57.719947814941406,13.646708488464355,9.404363632202148,10.937054634094238,84.27680969238281,7.443924903869629,10.269105911254883,20.656591415405273,strategy,84.27680969238281
qlib\qlib\rl\reward.py,7.501636505126953,3.331927537918091,0.9302036166191101,90.44818115234375,0.0,1.7544368505477905,0.0,4.374569416046143,12.335664749145508,rl,90.44818115234375
qlib\qlib\contrib\model\pytorch_lstm.py,5.9763689041137695,68.44855499267578,92.09252166748047,40.57832717895508,43.0426139831543,22.220355987548828,91.82560729980469,72.99948120117188,53.088462829589844,model,92.09252166748047
qlib\qlib\workflow\task\collect.py,7.547471523284912,11.329771041870117,13.841636657714844,9.291739463806152,22.911334991455078,14.29072093963623,10.870989799499512,17.641199111938477,149.8252410888672,workflow,149.8252410888672
qlib\qlib\rl\utils\log.py,3.8546106815338135,13.142729759216309,11.675311088562012,70.02484893798828,22.39508628845215,13.598203659057617,11.341714859008789,67.36060333251953,39.38736343383789,rl,70.02484893798828
qlib\qlib\backtest\report.py,63.78797912597656,18.519214630126953,24.10706901550293,23.977510452270508,36.00973129272461,25.72756576538086,51.6737060546875,29.30763053894043,47.01210403442383,backtest,63.78797912597656
qlib\qlib\contrib\data\__init__.py,0.0,57.72470474243164,0.0,0.0,4.169467926025391,0.0,4.169467926025391,5.788233757019043,6.9994587898254395,contrib,57.72470474243164
qlib\qlib\rl\order_execution\simulator_simple.py,108.04438018798828,11.779300689697266,6.8707594871521,71.49897003173828,39.2017936706543,4.963461399078369,11.822301864624023,22.2821102142334,32.917598724365234,backtest,108.04438018798828
qlib\qlib\data\cache.py,15.313411712646484,24.339086532592773,44.361637115478516,87.26254272460938,77.34306335449219,26.76860809326172,33.80643844604492,39.92479705810547,69.63850402832031,rl,87.26254272460938
qlib\qlib\contrib\report\data\ana.py,2.3314242362976074,56.60975646972656,8.188371658325195,5.26024866104126,36.0008544921875,9.73867416381836,11.183786392211914,11.652997970581055,16.49695587158203,contrib,56.60975646972656
qlib\qlib\contrib\data\processor.py,2.477681875228882,56.281089782714844,3.142029285430908,4.457415580749512,22.234302520751953,6.4583024978637695,11.911191940307617,11.224455833435059,19.615047454833984,contrib,56.281089782714844
