file_path,app,backends,bin,concurrency,contrib,events,fixups,security,utils,worker,best_module,best_likelihood
celery\celery\utils\nodenames.py,6.7774481773376465,8.124035835266113,31.84966468811035,0.7070935368537903,4.381557941436768,2.918972969055176,1.0009949207305908,6.347182750701904,84.48351287841797,75.45601654052734,utils,84.48351287841797
celery\celery\bootsteps.py,63.58141326904297,11.211067199707031,75.51248931884766,14.13991928100586,9.499502182006836,49.65288162231445,5.900190830230713,4.9224772453308105,22.865224838256836,94.12223052978516,worker,94.12223052978516
celery\t\smoke\tests\stamping\test_revoke.py,64.08946990966797,46.498043060302734,19.344322204589844,3.656740188598633,52.8839111328125,9.312283515930176,1.0011428594589233,2.8295130729675293,10.25005054473877,86.38813018798828,worker,86.38813018798828
celery\celery\contrib\testing\tasks.py,7.319441795349121,4.02578592300415,10.860243797302246,4.6896538734436035,103.8755874633789,1.0010849237442017,1.0010849237442017,3.0139780044555664,4.031493186950684,8.331250190734863,contrib,103.8755874633789
celery\t\unit\utils\test_timer2.py,13.219033241271973,6.115324974060059,19.225358963012695,7.240602493286133,6.5875444412231445,58.106624603271484,3.742112398147583,2.5481925010681152,97.0111083984375,5.56133508682251,utils,97.0111083984375
celery\t\unit\worker\test_autoscale.py,70.50255584716797,17.2708797454834,73.6543960571289,135.00636291503906,14.071409225463867,65.33543395996094,3.7440719604492188,14.268978118896484,18.421632766723633,99.57652282714844,concurrency,135.00636291503906
celery\celery\events\dumper.py,71.71528625488281,7.162909507751465,24.232070922851562,9.093456268310547,7.340043067932129,166.1715850830078,6.2741923332214355,5.957883834838867,19.665834426879883,82.13941955566406,events,166.1715850830078
celery\celery\utils\timer2.py,58.308013916015625,7.167659282684326,21.48348045349121,10.873252868652344,6.475641250610352,53.438941955566406,3.0503525733947754,3.6375813484191895,86.8373031616211,9.140644073486328,utils,86.8373031616211
celery\celery\bin\__init__.py,2.175363779067993,0.1732824742794037,99.4734115600586,0.0,1.1743230819702148,1.0010405778884888,1.0010405778884888,1.0010405778884888,1.5325024127960205,1.1743230819702148,bin,99.4734115600586
celery\t\unit\security\case.py,3.0497307777404785,2.430075168609619,3.2924561500549316,0.5794430375099182,3.7742433547973633,1.0009115934371948,1.0009115934371948,127.71402740478516,1.0009115934371948,2.0488193035125732,security,127.71402740478516
celery\t\smoke\tests\stamping\conftest.py,11.251252174377441,3.6358509063720703,16.473115921020508,3.0534908771514893,10.774528503417969,7.029117584228516,1.0011048316955566,2.527850389480591,4.2545881271362305,99.68684387207031,worker,99.68684387207031
celery\t\smoke\tests\stamping\test_visitor.py,12.431473731994629,12.02773666381836,15.105181694030762,4.421955108642578,9.223677635192871,4.582075119018555,1.0008125305175781,5.083844184875488,6.390511512756348,81.18004608154297,worker,81.18004608154297
