file_path,FreeSWITCH,Presentation Conversion,Redis DB,Redis PubSub,best_module,best_likelihood
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\LearningDashboard.java,2.1423070430755615,3.67214035987854,4.823303699493408,12.003003120422363,Redis PubSub,12.003003120422363
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\web\services\UserCleanupTimerTask.java,2.1389594078063965,7.429928302764893,2.6418890953063965,7.477936267852783,Redis PubSub,7.477936267852783
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\FreeswitchHeartbeatEvent.java,101.62267303466797,1.2296282052993774,5.924314498901367,4.251904487609863,FreeSWITCH,101.62267303466797
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\UserLeftVoice.java,3.515364170074463,3.6795425415039062,4.856406211853027,12.092875480651855,Redis PubSub,12.092875480651855
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\MessagingService.java,2.1434590816497803,3.897430896759033,1.7583526372909546,2.8300821781158447,Presentation Conversion,3.897430896759033
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\UploadFileTooLargeMessage.java,2.136113166809082,91.14208984375,3.853654146194458,11.5726318359375,Presentation Conversion,91.14208984375
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\PlaySoundCommand.java,110.66281127929688,1.8505245447158813,0.0,1.0691183805465698,FreeSWITCH,110.66281127929688
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\MimeTypeUtils.java,6.760429382324219,101.94759368896484,3.647455930709839,5.392941951751709,Presentation Conversion,101.94759368896484
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\DocumentConversionServiceImp.java,6.144951343536377,223.45262145996094,12.491937637329102,20.19091033935547,Presentation Conversion,223.45262145996094
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\DeafUserCommand.java,110.85115051269531,1.787320613861084,0.0,1.0691183805465698,FreeSWITCH,110.85115051269531
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\Office2PdfPageConverter.java,8.875147819519043,252.00552368164062,15.503010749816895,20.991527557373047,Presentation Conversion,252.00552368164062
bigbluebutton\akka-bbb-apps\src\main\scala\org\bigbluebutton\core\util\jhotdraw\BezierPath.java,10.26065731048584,12.04342269897461,5.289496898651123,4.276139259338379,Presentation Conversion,12.04342269897461
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\SupportedDocumentFilter.java,6.817032337188721,139.64100646972656,3.904583692550659,11.171782493591309,Presentation Conversion,139.64100646972656
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\ConnectionManager.java,99.95647430419922,4.985278129577637,6.141708850860596,7.789044380187988,FreeSWITCH,99.95647430419922
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\ThumbnailCreator.java,3.2352542877197266,102.6486587524414,1.088224172592163,4.49106502532959,Presentation Conversion,102.6486587524414
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PageToConvert.java,4.317390441894531,95.9607925415039,3.2044169902801514,6.2823166847229,Presentation Conversion,95.9607925415039
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\HoldUserCommand.java,110.85115051269531,1.787320613861084,0.0,1.0691183805465698,FreeSWITCH,110.85115051269531
bigbluebutton\akka-bbb-apps\src\main\scala\org\bigbluebutton\core\util\jhotdraw\BezierPathIterator.java,4.117819786071777,5.038093566894531,4.727106094360352,3.9713354110717773,Presentation Conversion,5.038093566894531
bigbluebutton\bbb-recording-imex\src\main\java\org\bigbluebutton\RecordingApp.java,12.915359497070312,83.5528793334961,18.936216354370117,10.61143970489502,Presentation Conversion,83.5528793334961
bigbluebutton\bbb-fsesl-client\src\test\java\org\freeswitch\esl\client\transport\message\EslFrameDecoderTest.java,84.99443817138672,11.200529098510742,51.3791389465332,13.274086952209473,FreeSWITCH,84.99443817138672
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\PdfConversionInvalid.java,2.1294827461242676,90.74788665771484,3.7800803184509277,11.317898750305176,Presentation Conversion,90.74788665771484
bigbluebutton\bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageReceiver.java,7.703399658203125,10.105572700500488,145.61895751953125,291.58660888671875,Redis PubSub,291.58660888671875
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\web\services\turn\StunTurnService.java,4.91359806060791,6.918695449829102,0.836405873298645,5.069534778594971,Presentation Conversion,6.918695449829102
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\MessageListener.java,2.147437810897827,3.6968159675598145,3.073873996734619,7.736989974975586,Redis PubSub,7.736989974975586
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\entity\Metadata.java,3.9256324768066406,8.217777252197266,8.283638000488281,2.3411483764648438,Redis DB,8.283638000488281
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\domain\Extensions.java,2.1434590816497803,3.6776766777038574,0.0,1.0717295408248901,Presentation Conversion,3.6776766777038574
bigbluebutton\bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\internal\HeaderParser.java,84.11199188232422,1.0074145793914795,0.16595765948295593,0.004485342185944319,FreeSWITCH,84.11199188232422
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocPageGeneratedProgress.java,2.1258058547973633,93.15782928466797,3.7388458251953125,11.176199913024902,Presentation Conversion,93.15782928466797
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\UserStatusChanged.java,4.496072769165039,7.582754611968994,4.791080951690674,11.915610313415527,Redis PubSub,11.915610313415527
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\commands\ConferenceCommand.java,105.5277099609375,1.0097882747650146,0.0,1.0713444948196411,FreeSWITCH,105.5277099609375
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\common\messages\MessageBuilder.java,2.565019369125366,4.588837146759033,6.101804733276367,12.215457916259766,Redis PubSub,12.215457916259766
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\GetUsersStatusCommand.java,102.10603332519531,10.177698135375977,5.961573600769043,3.2956063747406006,FreeSWITCH,102.10603332519531
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\FileTypeConstants.java,5.100266456604004,108.3849105834961,2.9655332565307617,4.8563714027404785,Presentation Conversion,108.3849105834961
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\MeetingEnded.java,2.145421266555786,3.6871116161346436,4.890430450439453,12.18533992767334,Redis PubSub,12.18533992767334
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\entity\PlaybackFormat.java,3.9272074699401855,9.765488624572754,8.005439758300781,2.424670934677124,Presentation Conversion,9.765488624572754
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\domain\Poll.java,2.5793251991271973,6.485692024230957,8.738685607910156,3.3853747844696045,Redis DB,8.738685607910156
bigbluebutton\bbb-recording-imex\src\main\java\org\bigbluebutton\RecordingExportHandler.java,7.1036152839660645,24.33150863647461,21.10328483581543,8.438008308410645,Presentation Conversion,24.33150863647461
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\PasswordConstraint.java,5.362951278686523,6.871059417724609,5.268435955047607,10.24677848815918,Redis PubSub,10.24677848815918
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\GuestPolicyConstraint.java,6.598999977111816,6.845205307006836,8.454241752624512,10.189242362976074,Redis PubSub,10.189242362976074
bigbluebutton\bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\example\HeartbeatThread.java,91.76077270507812,10.511157035827637,2.031489849090576,2.031489849090576,FreeSWITCH,91.76077270507812
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\CheckIfConfIsRunningCommand.java,108.98219299316406,7.4817047119140625,6.517172813415527,2.315654754638672,FreeSWITCH,108.98219299316406
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\RecordingServiceHelper.java,3.2243049144744873,9.581850051879883,9.304838180541992,3.1067163944244385,Presentation Conversion,9.581850051879883
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\PageConverter.java,3.419071912765503,106.1313247680664,1.272850751876831,4.752688407897949,Presentation Conversion,106.1313247680664
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\ParamsProcessorUtil.java,14.190899848937988,50.42473602294922,13.093624114990234,11.412652969360352,Presentation Conversion,50.42473602294922
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\domain\Group.java,3.1368136405944824,4.569817066192627,0.0,1.0684068202972412,Presentation Conversion,4.569817066192627
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\Pattern.java,8.819212913513184,9.082157135009766,4.755547523498535,9.251036643981934,Redis PubSub,9.251036643981934
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\web\services\WaitingGuestCleanupTimerTask.java,2.1389594078063965,7.429928302764893,2.6418890953063965,7.477936267852783,Redis PubSub,7.477936267852783
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUsersStatusEvent.java,100.31237030029297,1.0094997882843018,5.831266403198242,4.19851016998291,FreeSWITCH,100.31237030029297
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceConfRunningAndRecordingEvent.java,100.31237030029297,2.8109164237976074,12.463479995727539,4.19851016998291,FreeSWITCH,100.31237030029297
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\PresentationConvertMessage.java,2.145421266555786,94.60539245605469,2.108203887939453,10.081503868103027,Presentation Conversion,94.60539245605469
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\ConferenceServerListener.java,102.45482635498047,3.942467451095581,0.0,1.070213794708252,FreeSWITCH,102.45482635498047
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\service\impl\RecordingServiceDbImpl.java,5.547182559967041,58.88755798339844,25.86056137084961,8.824437141418457,Presentation Conversion,58.88755798339844
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\domain\Preview.java,2.143073081970215,21.35580062866211,0.0,1.0715365409851074,Presentation Conversion,21.35580062866211
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\util\MeetingsResponse.java,2.145024538040161,3.6852033138275146,2.015045404434204,3.087557792663574,Presentation Conversion,3.6852033138275146
bigbluebutton\bbb-fsesl-client\src\test\java\org\freeswitch\esl\client\inbound\ClientTest.java,79.84296417236328,9.883737564086914,8.837909698486328,5.554039001464844,FreeSWITCH,79.84296417236328
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\util\DataStore.java,4.473060607910156,8.138031959533691,17.422832489013672,4.659656047821045,Redis DB,17.422832489013672
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\StunTurnInfoRequested.java,2.1438472270965576,3.6795425415039062,4.856406211853027,12.092875480651855,Redis PubSub,12.092875480651855
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\InsertDocument.java,5.69980525970459,8.18073844909668,4.397458553314209,4.800603866577148,Presentation Conversion,8.18073844909668
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\domain\UserSession.java,16.56639289855957,5.526927947998047,4.491434574127197,4.017590522766113,FreeSWITCH,16.56639289855957
bigbluebutton\bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\inbound\InboundClientHandler.java,87.91547393798828,3.9171223640441895,8.081123352050781,8.259302139282227,FreeSWITCH,87.91547393798828
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\web\services\KeepAliveService.java,4.339665412902832,13.79245376586914,8.183557510375977,133.98162841796875,Redis PubSub,133.98162841796875
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\converters\messages\KeepAliveMessage.java,2.1426889896392822,3.6739754676818848,2.0873827934265137,7.695953369140625,Redis PubSub,7.695953369140625
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\MakePresentationDownloadableMsg.java,2.1407995223999023,3.6648993492126465,4.791080951690674,11.915610313415527,Redis PubSub,11.915610313415527
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\converters\messages\DeletedRecordingMessage.java,2.1426889896392822,3.6739754676818848,5.597815036773682,7.695953369140625,Redis PubSub,7.695953369140625
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\list\PatternList.java,5.311673164367676,6.805054664611816,3.1716153621673584,6.323349952697754,Presentation Conversion,6.805054664611816
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\ApiErrors.java,12.910578727722168,11.946161270141602,13.352907180786133,6.633088111877441,Redis DB,13.352907180786133
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\BigPdfException.java,4.604707717895508,102.11805725097656,0.723702073097229,3.610079050064087,Presentation Conversion,102.11805725097656
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\RequestWithChecksum.java,4.476418972015381,7.483994960784912,2.3381824493408203,2.719599962234497,Presentation Conversion,7.483994960784912
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\Office2PdfConverterHandler.java,2.1482601165771484,94.5256576538086,0.0,3.4145777225494385,Presentation Conversion,94.5256576538086
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api2\IMeetingService.java,9.490948677062988,4.112946033477783,5.834880352020264,12.883331298828125,Redis PubSub,12.883331298828125
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceConfRunningEvent.java,101.92272186279297,1.0099612474441528,5.945609092712402,4.264123916625977,FreeSWITCH,101.92272186279297
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUserLeftEvent.java,103.29629516601562,1.0099612474441528,5.945609092712402,4.264123916625977,FreeSWITCH,103.29629516601562
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\RequestParameters.java,4.641249656677246,7.438004493713379,2.493812084197998,2.834056854248047,Presentation Conversion,7.438004493713379
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\web\services\callback\DelayCallback.java,2.522153854370117,5.686433792114258,5.0374040603637695,6.355571269989014,Redis PubSub,6.355571269989014
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\validator\IsBooleanValidator.java,4.489365100860596,5.315176486968994,2.350405693054199,2.7285895347595215,Presentation Conversion,5.315176486968994
bigbluebutton\bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\manager\DefaultManagerConnection.java,83.2275390625,1.4562643766403198,0.5873486995697021,0.45295149087905884,FreeSWITCH,83.2275390625
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\UserJoined.java,5.207259654998779,5.374491214752197,5.394393444061279,11.493398666381836,Redis PubSub,11.493398666381836
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\MeetingNameConstraint.java,6.4804511070251465,11.107037544250488,8.821292877197266,20.21758270263672,Redis PubSub,20.21758270263672
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\ThumbnailCreatorImp.java,10.866887092590332,93.72930145263672,13.117959976196289,12.952975273132324,Presentation Conversion,93.72930145263672
bigbluebutton\bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\Keys.java,2.143073081970215,4.790484428405762,152.6164093017578,163.0690155029297,Redis PubSub,163.0690155029297
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PresentationToConvert.java,2.143073081970215,95.7721939086914,0.0,3.3650872707366943,Presentation Conversion,95.7721939086914
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\CheckFreeswitchStatusCommand.java,110.30046081542969,5.227034568786621,1.3849098682403564,1.4509377479553223,FreeSWITCH,110.30046081542969
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\UserSessionConstraint.java,7.590831756591797,8.074623107910156,6.681623458862305,13.893452644348145,Redis PubSub,13.893452644348145
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\validator\GuestPolicyValidator.java,5.463607311248779,5.291111946105957,3.3260855674743652,3.7107036113739014,FreeSWITCH,5.463607311248779
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\validator\PasswordValidator.java,5.555752754211426,6.16317081451416,2.6448264122009277,6.8272705078125,Redis PubSub,6.8272705078125
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\web\services\turn\TurnServer.java,4.071507453918457,6.529366493225098,8.063714027404785,8.616469383239746,Redis PubSub,8.616469383239746
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\UploadedPresentation.java,3.096402406692505,129.92059326171875,2.77404522895813,6.851944923400879,Presentation Conversion,129.92059326171875
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\util\ParamsUtil.java,4.438136577606201,5.9544525146484375,2.4141714572906494,3.0001792907714844,Presentation Conversion,5.9544525146484375
bigbluebutton\bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageSender.java,8.174121856689453,12.708885192871094,158.1053466796875,312.7581481933594,Redis PubSub,312.7581481933594
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceUserMutedEvent.java,102.54209899902344,1.0097459554672241,5.892800331115723,4.23382043838501,FreeSWITCH,102.54209899902344
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\Png2SvgConversionHandler.java,2.1482601165771484,94.5256576538086,0.0,3.4145777225494385,Presentation Conversion,94.5256576538086
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\handlers\PdfFontType3DetectorHandler.java,3.2130448818206787,96.06988525390625,0.35600680112838745,3.739713430404663,Presentation Conversion,96.06988525390625
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\domain\GuestPolicy.java,2.143073081970215,3.675820827484131,0.0,1.0715365409851074,Presentation Conversion,3.675820827484131
bigbluebutton\bbb-common-message\src\main\java\org\bigbluebutton\common2\redis\pubsub\MessageDistributor.java,3.467047691345215,9.535198211669922,151.27197265625,309.2600402832031,Redis PubSub,309.2600402832031
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocPageCountFailed.java,2.1320557594299316,89.67701721191406,3.8087494373321533,11.416872024536133,Presentation Conversion,89.67701721191406
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\EjectUserCommand.java,109.2595443725586,1.0096625089645386,0.0,1.0707746744155884,FreeSWITCH,109.2595443725586
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\KeepAliveReply.java,2.1423070430755615,3.67214035987854,2.986250400543213,10.165949821472168,Redis PubSub,10.165949821472168
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\OfficeToPdfConversionService.java,5.4545369148254395,185.5084686279297,13.135223388671875,15.107500076293945,Presentation Conversion,185.5084686279297
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\events\VoiceCallStateEvent.java,101.80119323730469,1.0090796947479248,6.400501251220703,4.136592388153076,FreeSWITCH,101.80119323730469
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\PageExtractor.java,3.4269213676452637,102.23399353027344,1.2798912525177002,4.682732105255127,Presentation Conversion,102.23399353027344
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\messages\DocConversionProgress.java,2.1320557594299316,89.67701721191406,3.8087494373321533,11.416872024536133,Presentation Conversion,89.67701721191406
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\TextFileCreatorImp.java,13.23652172088623,99.5335922241211,16.809459686279297,14.529869079589844,Presentation Conversion,99.5335922241211
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\MeetingExistsConstraint.java,7.305083274841309,8.798051834106445,9.034955978393555,13.929710388183594,Redis PubSub,13.929710388183594
bigbluebutton\bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\internal\debug\ChannelEventRunnable.java,90.85578155517578,1.6455879211425781,0.3180140256881714,1.3180140256881714,FreeSWITCH,90.85578155517578
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\commands\RecordCommand.java,106.46393585205078,1.0100500583648682,0.0,1.0725122690200806,FreeSWITCH,106.46393585205078
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\validator\MeetingExistsValidator.java,6.577657699584961,6.46561336517334,6.104864120483398,6.508009433746338,FreeSWITCH,6.577657699584961
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\response\ConferenceMemberFlags.java,107.08574676513672,3.134547472000122,0.0,1.0703997611999512,FreeSWITCH,107.08574676513672
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\domain\RecordingMetadata.java,2.1354196071624756,5.352675914764404,6.839137077331543,2.954303026199341,Redis DB,6.839137077331543
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\converters\messages\CreateMeetingMessage.java,7.114927291870117,44.504173278808594,3.875818967819214,9.976860046386719,Presentation Conversion,44.504173278808594
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\domain\LockSettingsParams.java,2.134733200073242,3.6358046531677246,0.0,1.067366600036621,Presentation Conversion,3.6358046531677246
bigbluebutton\bbb-recording-imex\src\main\java\org\bigbluebutton\RecordingImportHandler.java,6.749697685241699,12.382499694824219,20.792510986328125,8.897668838500977,Redis DB,20.792510986328125
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\presentation\imp\PresentationFileProcessor.java,7.7051100730896,206.79322814941406,12.747342109680176,20.056188583374023,Presentation Conversion,206.79322814941406
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\UserListeningOnly.java,3.5056538581848145,3.67214035987854,4.823303699493408,12.003003120422363,Redis PubSub,12.003003120422363
