file_path,Apps,BBB web,FSESL,FreeSWITCH,Presentation Conversion,best_module,best_likelihood
bigbluebutton\bbb-fsesl-client\src\main\java\org\freeswitch\esl\client\outbound\example\SimpleHangupPipelineFactory.java,0.14806367329188755,1.2832554408482142,3562.434539794922,3420.2809524536133,0.02885857309613909,FSESL,3562.434539794922
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\MeetingEndedConstraint.java,0.6609801701136998,2.5846625191824777,0.284075437273298,0.21649329321725028,0.25887437547956194,BBB web,2.5846625191824777
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\Enter.java,0.5941290719168527,2.5503991263253347,0.15173044204711914,0.1890209470476423,0.25198099953787667,BBB web,2.5503991263253347
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\actions\DelayedCommand.java,0.1992239134652274,1.29481691632952,2772.4212646484375,3799.611396789551,0.03998854841504778,FreeSWITCH,3799.611396789551
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\constraint\list\NotEmptyList.java,0.446546745300293,2.491280909946987,0.17560641424996512,0.1803335189819336,0.2230015618460519,BBB web,2.491280909946987
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\commands\ConferenceCommandResult.java,0.1257293701171875,1.3117517743791853,2833.626136779785,3631.057472229004,0.02883725847516741,FreeSWITCH,3631.057472229004
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\RecordChapterBreak.java,0.5446457999093192,2.3207715715680806,0.08091085297720772,0.061252777917044504,0.10512978690011161,BBB web,2.3207715715680806
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\messaging\messages\MeetingStarted.java,0.548549325125558,2.3214898245675224,0.08151465143476214,0.06129775047302246,0.10534604617527553,BBB web,2.3214898245675224
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\model\request\MeetingInfo.java,0.6021973746163505,2.51171395438058,0.10860015324183873,0.16285157884870258,0.2513625281197684,BBB web,2.51171395438058
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\api\service\ServiceUtils.java,0.8836952209472656,2.6263992309570314,0.1923389026096889,0.14817586626325335,0.32934447697230745,BBB web,2.6263992309570314
bigbluebutton\bbb-common-web\src\main\java\org\bigbluebutton\web\services\IStorageService.java,0.4271460669381278,2.5659925188337054,0.004117764745439802,0.06124168804713658,0.16157643454415457,BBB web,2.5659925188337054
bigbluebutton\akka-bbb-fsesl\src\main\java\org\bigbluebutton\freeswitch\voice\freeswitch\FreeswitchApplication.java,0.5201700483049665,1.3669942583356585,2424.039726257324,3236.675148010254,0.11621110098702567,FreeSWITCH,3236.675148010254
