file_path,configs,datasets,environments,policies,robot_devices,best_module,best_likelihood
lerobot\src\lerobot\cameras\opencv\__init__.py,0.0,0.0,0.0,0.0,5.616353988647461,robot_devices,5.616353988647461
lerobot\examples\lekiwi\replay.py,15.485657691955566,35.59468460083008,0.8271817564964294,1.0,44.844398498535156,robot_devices,44.844398498535156
lerobot\src\lerobot\robots\openarm_follower\config_openarm_follower.py,14.100764274597168,3.8374783992767334,0.5883671045303345,0.5387967228889465,50.28833770751953,robot_devices,50.28833770751953
lerobot\src\lerobot\robots\hope_jr\hope_jr_hand.py,64.10021209716797,1.6008477210998535,0.9379148483276367,4.239075183868408,60.263492584228516,configs,64.10021209716797
lerobot\src\lerobot\envs\robomme.py,1.2859944105148315,38.35301208496094,2.5928306579589844,3.653320550918579,2.764078140258789,datasets,38.35301208496094
lerobot\src\lerobot\async_inference\robot_client.py,20.513690948486328,5.498353481292725,62.18830490112305,6.380987644195557,105.97350311279297,robot_devices,105.97350311279297
lerobot\tests\policies\pi0_pi05\test_pi05.py,21.760059356689453,36.55895233154297,3.35031795501709,79.08592987060547,31.074766159057617,policies,79.08592987060547
lerobot\src\lerobot\utils\robot_utils.py,0.0,0.0,0.6394578814506531,0.46000003814697266,48.32862854003906,robot_devices,48.32862854003906
lerobot\src\lerobot\motors\dynamixel\__init__.py,0.0,0.0,0.0,0.0,6.000463485717773,robot_devices,6.000463485717773
lerobot\tests\policies\test_gaussian_actor_config.py,23.199077606201172,40.11016845703125,4.19727897644043,70.4208755493164,29.045793533325195,policies,70.4208755493164
lerobot\tests\policies\lingbot_va\test_modules.py,6.164295673370361,7.278950214385986,5.8030853271484375,70.4648208618164,29.182292938232422,policies,70.4648208618164
lerobot\src\lerobot\policies\molmoact2\configuration_molmoact2.py,12.634734153747559,33.39216995239258,2.9546918869018555,71.40234375,12.119138717651367,policies,71.40234375
lerobot\src\lerobot\utils\io_utils.py,1.5958518981933594,11.14503288269043,0.0,2.9803595542907715,3.247107744216919,datasets,11.14503288269043
lerobot\tests\policies\groot\test_groot_train_random_crop.py,13.75696849822998,6.174788475036621,3.455866813659668,64.88867950439453,33.11344909667969,policies,64.88867950439453
lerobot\tests\policies\vla_jepa\test_vla_jepa.py,23.290096282958984,44.4397087097168,6.3947649002075195,64.46568298339844,62.760284423828125,policies,64.46568298339844
lerobot\src\lerobot\motors\robstride\robstride.py,2.9095818996429443,5.801760196685791,3.260948896408081,6.656547546386719,18.861392974853516,robot_devices,18.861392974853516
lerobot\examples\omx\record_grab.py,7.624650478363037,50.11210250854492,2.001866102218628,3.391496419906616,52.95399856567383,robot_devices,52.95399856567383
lerobot\src\lerobot\configs\policies.py,68.68848419189453,8.722712516784668,4.264646053314209,73.70523834228516,77.5248794555664,robot_devices,77.5248794555664
lerobot\tests\processor\test_migration_detection.py,78.59310150146484,13.066352844238281,3.8378632068634033,16.232202529907227,2.637542963027954,configs,78.59310150146484
lerobot\tests\policies\test_gaussian_actor_policy.py,25.104095458984375,79.25786590576172,5.8229756355285645,55.84467315673828,7.231555938720703,datasets,79.25786590576172
lerobot\tests\fixtures\files.py,1.484419822692871,106.09136962890625,2.6346657276153564,0.5113744735717773,0.40931496024131775,datasets,106.09136962890625
lerobot\tests\policies\pi0_pi05\test_pi0.py,21.613933563232422,37.79609298706055,3.4074814319610596,75.4636001586914,31.704984664916992,policies,75.4636001586914
lerobot\src\lerobot\async_inference\__init__.py,0.0,0.0,0.0,0.0,3.316499710083008,robot_devices,3.316499710083008
lerobot\tests\conftest.py,4.34962797164917,89.19448852539062,2.65956449508667,5.270983695983887,28.976964950561523,datasets,89.19448852539062
lerobot\tests\policies\vla_jepa\conftest.py,19.65499496459961,10.395598411560059,1.9553086757659912,69.00227355957031,32.732818603515625,policies,69.00227355957031
lerobot\src\lerobot\robots\so_follower\so_follower.py,63.74933624267578,2.1940419673919678,3.140721082687378,5.178191661834717,61.57212829589844,configs,63.74933624267578
lerobot\src\lerobot\robots\openarm_follower\__init__.py,0.0,0.0,0.7372015118598938,0.0,46.60734558105469,robot_devices,46.60734558105469
lerobot\tests\cameras\test_realsense.py,18.759626388549805,1.9868249893188477,3.0513525009155273,2.2950286865234375,34.863250732421875,robot_devices,34.863250732421875
lerobot\tests\datasets\test_quantiles_dataset_integration.py,0.8868234157562256,106.5083999633789,1.2939412593841553,2.378115177154541,7.955147743225098,datasets,106.5083999633789
lerobot\tests\policies\test_relative_actions.py,1.6700193881988525,94.98432159423828,1.9193123579025269,62.692996978759766,3.553981304168701,datasets,94.98432159423828
lerobot\src\lerobot\teleoperators\homunculus\joints_translation.py,0.0,0.0,0.0,2.1355957984924316,2.7136268615722656,robot_devices,2.7136268615722656
lerobot\src\lerobot\teleoperators\keyboard\teleop_keyboard.py,19.502185821533203,1.7870028018951416,46.437843322753906,2.365463972091675,49.17416763305664,robot_devices,49.17416763305664
