file_path,app,bin,concurrency,contrib,events,fixups,loaders,security,utils,worker,best_module,best_likelihood
celery\celery\backends\gcs.py,71.56427764892578,55.22990798950195,11.645968437194824,13.976727485656738,12.836663246154785,12.013711929321289,13.257852554321289,13.86909008026123,16.291486740112305,16.841114044189453,app,71.56427764892578
celery\celery\worker\pidbox.py,59.926719665527344,27.381868362426758,9.189720153808594,48.221778869628906,118.16568756103516,0.552058219909668,8.038344383239746,5.234003067016602,10.432312965393066,67.84597778320312,events,118.16568756103516
celery\celery\app\defaults.py,83.54368591308594,66.93183135986328,74.31788635253906,46.09508514404297,116.22296142578125,8.892844200134277,19.970714569091797,125.41402435302734,24.753339767456055,94.78497314453125,security,125.41402435302734
celery\celery\security\key.py,7.338258743286133,10.781031608581543,4.1720499992370605,7.136137962341309,1.82967209815979,1.82967209815979,2.0422842502593994,136.50819396972656,8.596750259399414,2.0381269454956055,security,136.50819396972656
celery\celery\utils\debug.py,49.37161636352539,30.62531852722168,4.164325714111328,3.7438344955444336,10.157899856567383,3.4851572513580322,4.961176872253418,2.0132174491882324,102.15864562988281,4.319177627563477,utils,102.15864562988281
celery\celery\worker\heartbeat.py,9.398591041564941,18.988597869873047,4.269890785217285,2.2619082927703857,86.28483581542969,1.4906573295593262,7.181243896484375,0.93047034740448,8.851877212524414,79.20819854736328,events,86.28483581542969
celery\celery\concurrency\base.py,79.07760620117188,35.94279098510742,113.76023864746094,8.569518089294434,44.095054626464844,5.916847229003906,16.235580444335938,6.82818078994751,20.14346694946289,60.0322380065918,concurrency,113.76023864746094
celery\celery\app\control.py,83.90797424316406,65.20677947998047,18.892431259155273,62.70485305786133,89.20930480957031,3.7986371517181396,56.963844299316406,7.9047417640686035,19.989574432373047,24.37352180480957,events,89.20930480957031
celery\celery\utils\term.py,22.34007453918457,22.98728370666504,10.471299171447754,11.235756874084473,3.257631540298462,4.979636192321777,2.598630666732788,5.133505344390869,74.86114501953125,4.34149169921875,utils,74.86114501953125
celery\celery\events\event.py,9.437105178833008,9.117109298706055,2.8080878257751465,3.482919692993164,130.0001983642578,3.0000667572021484,3.2407259941101074,5.043405532836914,8.808788299560547,3.482919692993164,events,130.0001983642578
celery\celery\concurrency\eventlet.py,71.85868835449219,43.44722366333008,111.48078155517578,8.400826454162598,11.09254264831543,5.83811616897583,14.016975402832031,7.795542240142822,18.587039947509766,13.189851760864258,concurrency,111.48078155517578
