file_path,dsp,feature,filter_bank,mir,best_module,best_likelihood
audioflux\include\hht_algorithm.h,1.4655463695526123,1.0,0.0,0.41381892561912537,dsp,1.4655463695526123
audioflux\src\vector\flux_vectorOp.h,15.517781257629395,1.8355485200881958,33.10551834106445,0.9765719175338745,filter_bank,33.10551834106445
audioflux\include\temporal_algorithm.h,1.4568651914596558,9.832931518554688,0.0,13.103859901428223,mir,13.103859901428223
audioflux\src\dsp\conv_algorithm.h,82.44979858398438,4.952935218811035,2.764726161956787,2.742093563079834,dsp,82.44979858398438
audioflux\src\mir\timeStretch_algorithm.h,1.4622524976730347,5.01844596862793,0.0,77.2903060913086,mir,77.2903060913086
audioflux\src\reassign_algorithm.c,1.174378514289856,1.0,48.369380950927734,27.178380966186523,filter_bank,48.369380950927734
audioflux\src\mir\_pitch_yin.c,10.540515899658203,3.1263394355773926,0.3009883165359497,83.27397918701172,mir,83.27397918701172
audioflux\src\filterbank\coef\__coef_d.h,38.46221160888672,0.0,45.16702651977539,15.406521797180176,filter_bank,45.16702651977539
audioflux\src\temporal_algorithm.h,1.4568651914596558,9.832931518554688,0.0,13.103859901428223,mir,13.103859901428223
audioflux\src\dsp\czt_algorithm.c,63.308372497558594,0.0,0.0,3.2747535705566406,dsp,63.308372497558594
audioflux\include\dsp\conv_algorithm.h,82.44979858398438,4.952935218811035,2.764726161956787,2.742093563079834,dsp,82.44979858398438
audioflux\src\mir\_pitch_hps.c,15.48851490020752,2.6815850734710693,0.0,69.87075805664062,mir,69.87075805664062
audioflux\src\bft_algorithm.h,2.4434287548065186,10.460034370422363,38.69418716430664,1.3197405338287354,filter_bank,38.69418716430664
audioflux\include\util\flux_wave.h,0.0,3.0079479217529297,0.0,14.62673282623291,mir,14.62673282623291
audioflux\src\filterbank\cqt_filterBank.c,1.0,6.117467880249023,113.45165252685547,15.81126594543457,filter_bank,113.45165252685547
audioflux\src\fst_algorithm.h,18.86499786376953,1.0,0.0,0.4152985215187073,dsp,18.86499786376953
audioflux\include\wsst_algorithm.h,2.453692674636841,6.859241008758545,2.827690601348877,0.40328240394592285,feature,6.859241008758545
audioflux\include\mir\_pitch_lhs.h,0.0,2.5791592597961426,0.0,83.57936096191406,mir,83.57936096191406
audioflux\include\spectrogram_algorithm.h,6.208015441894531,28.809898376464844,38.66281509399414,36.77250289916992,filter_bank,38.66281509399414
audioflux\src\mir\_pitch_stft.c,7.249115467071533,38.323997497558594,22.426692962646484,98.27893829345703,mir,98.27893829345703
audioflux\include\dsp\xcorr_algorithm.h,81.65269470214844,0.0,0.0,0.4113761782646179,dsp,81.65269470214844
audioflux\include\wpt_algorithm.h,1.4655463695526123,1.0,0.0,0.41381892561912537,dsp,1.4655463695526123
audioflux\src\mir\onset_algorithm.c,4.696905612945557,20.728260040283203,45.65732192993164,134.86883544921875,mir,134.86883544921875
audioflux\src\dsp\flux_window.c,80.72779083251953,2.5505211353302,17.441707611083984,37.403438568115234,dsp,80.72779083251953
audioflux\src\dsp\flux_correct.c,106.9825668334961,1.4118837118148804,21.427722930908203,17.27857208251953,dsp,106.9825668334961
audioflux\src\mir\harmonic_algorithm.c,49.128910064697266,1.9128587245941162,150.94061279296875,79.03306579589844,filter_bank,150.94061279296875
audioflux\src\cwt_algorithm.c,32.678367614746094,7.807582378387451,64.5163803100586,0.18693435192108154,filter_bank,64.5163803100586
audioflux\src\filterbank\dwt_filterCoef.h,17.505197525024414,0.6790480613708496,87.68648529052734,0.0,filter_bank,87.68648529052734
audioflux\src\nsgt_algorithm.c,18.175113677978516,6.578810691833496,83.42337036132812,25.134794235229492,filter_bank,83.42337036132812
