file_path,backtest,contrib,model,rl,run,strategy,tests,utils,workflow,best_module,best_likelihood
qlib\qlib\contrib\strategy\optimizer\enhanced_indexing.py,3.2885847091674805,51.67576599121094,12.197693824768066,6.973977088928223,9.742197036743164,78.79630279541016,4.313005447387695,3.314352512359619,18.156654357910156,strategy,78.79630279541016
qlib\qlib\rl\reward.py,4.6182451248168945,0.0,0.9302036166191101,83.30564880371094,0.0,1.7544368505477905,0.0,0.5366533398628235,7.017887592315674,rl,83.30564880371094
qlib\qlib\contrib\model\pytorch_lstm.py,4.895802021026611,54.717464447021484,86.62641906738281,32.955387115478516,40.787353515625,20.8385066986084,81.65070343017578,62.553314208984375,43.728118896484375,model,86.62641906738281
qlib\qlib\workflow\task\collect.py,4.531769752502441,4.170142650604248,11.425832748413086,5.671524524688721,18.574113845825195,12.03252124786377,5.235419273376465,6.9492926597595215,134.62110900878906,workflow,134.62110900878906
qlib\qlib\rl\utils\log.py,1.922032117843628,5.249903202056885,11.353303909301758,63.068302154541016,18.86243438720703,12.68177604675293,6.848855495452881,60.91436767578125,29.846723556518555,rl,63.068302154541016
qlib\qlib\backtest\report.py,56.49856185913086,4.7270965576171875,18.988325119018555,17.20953369140625,28.02642059326172,16.986684799194336,38.58441925048828,9.885403633117676,31.995803833007812,backtest,56.49856185913086
qlib\qlib\contrib\data\__init__.py,0.0,56.2845344543457,0.0,0.0,4.169467926025391,0.0,2.7796452045440674,2.7796452045440674,5.559290409088135,contrib,56.2845344543457
qlib\qlib\rl\order_execution\simulator_simple.py,104.65936279296875,2.6907801628112793,6.309425354003906,64.91233825683594,35.80815505981445,3.3820176124572754,7.497010707855225,9.367683410644531,23.735164642333984,backtest,104.65936279296875
qlib\qlib\data\cache.py,6.150350093841553,9.918867111206055,37.75221252441406,74.6707534790039,65.77403259277344,20.349985122680664,18.810251235961914,18.03459358215332,54.42872619628906,rl,74.6707534790039
qlib\qlib\contrib\report\data\ana.py,1.1686495542526245,51.22075653076172,6.68966817855835,2.083038330078125,32.45071029663086,5.813124656677246,6.343046188354492,6.473747253417969,13.139291763305664,contrib,51.22075653076172
qlib\qlib\contrib\data\processor.py,0.7383933663368225,50.63884735107422,2.2723851203918457,0.7383933663368225,20.308513641357422,3.539364814758301,7.762184143066406,5.5254340171813965,16.671924591064453,contrib,50.63884735107422
qlib\qlib\rl\strategy\__init__.py,2.6049113273620605,0.0,0.0,82.42808532714844,0.0,91.1718978881836,0.0,0.0,5.209822654724121,strategy,91.1718978881836
qlib\qlib\rl\data\pickle_styled.py,96.99152374267578,2.5931570529937744,6.729605674743652,63.89078140258789,23.761709213256836,2.581969738006592,6.432531356811523,11.524669647216797,34.277587890625,backtest,96.99152374267578
qlib\qlib\model\riskmodel\base.py,0.9821809530258179,7.576584815979004,61.671775817871094,3.2363712787628174,24.30547332763672,6.6352410316467285,5.554548263549805,10.037250518798828,34.93748474121094,model,61.671775817871094
qlib\qlib\contrib\torch.py,0.0,55.320281982421875,0.13175293803215027,0.0,4.494837284088135,0.0,3.45880389213562,3.2744948863983154,7.229747295379639,contrib,55.320281982421875
qlib\qlib\backtest\account.py,81.32999420166016,5.40245246887207,27.10129165649414,15.079133033752441,26.53183937072754,20.935453414916992,9.806205749511719,8.412248611450195,38.038570404052734,backtest,81.32999420166016
qlib\qlib\rl\order_execution\interpreter.py,2.9413533210754395,3.767803192138672,6.31927490234375,67.7069091796875,44.990718841552734,2.89141845703125,6.592538356781006,9.497513771057129,29.40677261352539,rl,67.7069091796875
qlib\qlib\contrib\model\pytorch_gats.py,5.025150299072266,53.549930572509766,97.29804229736328,32.10462188720703,48.505043029785156,23.26150894165039,79.73278045654297,61.72107696533203,55.89556121826172,model,97.29804229736328
qlib\qlib\backtest\utils.py,72.94427490234375,5.462255001068115,3.535085916519165,4.603855609893799,52.72486877441406,6.700221538543701,8.35507869720459,70.3512191772461,15.984603881835938,backtest,72.94427490234375
qlib\qlib\contrib\model\pytorch_adarnn.py,6.819140911102295,50.93362045288086,90.66738891601562,41.74454116821289,60.81304168701172,19.658266067504883,68.42924499511719,62.9202766418457,52.2094612121582,model,90.66738891601562
